Network	Predator_name	Prey_name
Regional	Metridia gerlachei 	Oncaea sp.
Regional	Euchaeta antarctica	Bacillariophyta
Regional	Euchaeta antarctica	SilicioZooplanktons
Regional	Euchaeta antarctica	Zooplankton
Regional	Euchaeta antarctica	Tintinnidae
Regional	Euchaeta antarctica	Copepoda
Regional	Euchaeta antarctica	Oithona sp.
Regional	Euchaeta antarctica	Oncaea sp.
Regional	Euchaeta antarctica	Metridia gerlachei
Regional	Euchaeta antarctica	Euchaeta antarctica
Regional	Euchaeta antarctica	Cyllopus lucasii
Regional	Euchaeta antarctica	Coelenterata
Regional	Euchaeta antarctica	Pelagobia longicirrata
Regional	Euchaeta antarctica	Eukrohnia hamata
Regional	Mysida	Bacillariophyta
Regional	Mysida	Detritus
Regional	Mysida	Zooplankton
Regional	Eucopia australis	Bacillariophyta
Regional	Eucopia australis	Detritus
Regional	Eucopia australis	Zooplankton
Regional	Euchaetomera antarcticus	Bacillariophyta
Regional	Euchaetomera antarcticus	Detritus
Regional	Euchaetomera antarcticus	Zooplankton
Regional	Antarctomysis maxima	Bacillariophyta
Regional	Antarctomysis maxima	Detritus
Regional	Antarctomysis maxima	Zooplankton
Regional	Ceratoserolis meridionalis	Polychaeta
Regional	Ceratoserolis meridionalis	Crustacea
Regional	Frontoserolis bouvieri	Polychaeta
Regional	Frontoserolis bouvieri	Crustacea
Regional	Natatolana obtusata	Detritus
Regional	Natatolana oculata	Detritus
Regional	Natatolana meridionalis	Detritus
Regional	Gnathia calva	Zooplankton
Regional	Glyptonotus antarcticus	Isopoda
Regional	Glyptonotus antarcticus	Glyptonotus antarcticus
Regional	Glyptonotus antarcticus	Asteroidea
Regional	Glyptonotus antarcticus	Gastropoda
Regional	Glyptonotus antarcticus	Euphausia superba
Regional	Glyptonotus antarcticus	Polychaeta
Regional	Glyptonotus antarcticus	Echinoidea
Regional	Glyptonotus antarcticus	Ophiuroidea
Regional	Glyptonotus antarcticus	Detritus
Regional	Glyptonotus antarcticus	Limacina helicina 
Regional	Austrosisignum grande	Detritus
Regional	Austrosisignum grande	Bacillariophyta
Regional	Aega antarctica	Detritus
Regional	Arcturidae	Detritus
Regional	Myodocopia	Sediment
Regional	Myodocopia	Detritus
Regional	Myodocopia	Zooplankton
Regional	Alacia hettacra	Detritus
Regional	Alacia hettacra	Bacillariophyta
Regional	Alacia hettacra	Phytoplankton
Regional	Alacia belgicae	Detritus
Regional	Alacia belgicae	Bacillariophyta
Regional	Alacia belgicae	Phytoplankton
Regional	Metaconchoecia isocheira	Detritus
Regional	Metaconchoecia isocheira	Bacillariophyta
Regional	Metaconchoecia isocheira	Phytoplankton
Regional	Boroecia antipoda	Detritus
Regional	Boroecia antipoda	Bacillariophyta
Regional	Boroecia antipoda	Phytoplankton
Regional	Podocopida	Zooplankton
Regional	Podocopida	Detritus
Regional	Podocopida	Bacillariophyta
Regional	Nototanais antarcticus	Detritus
Regional	Nototanais antarcticus	Bacillariophyta
Regional	Nototanais antarcticus	Bacteria
Regional	Nototanais antarcticus	Sediment
Regional	Peraeospinosus pushkini	Sediment
Regional	Peraeospinosus pushkini	Detritus
Regional	Peraeospinosus pushkini	Bacillariophyta
Regional	Peraeospinosus pushkini	Porifera
Regional	Nototanais dimorphus	Bacillariophyta
Regional	Nototanais dimorphus	Bacteria
Regional	Nototanais dimorphus	Detritus
Regional	Eudorella splendida	Detritus
Regional	Eudorella splendida	Bacillariophyta
Regional	Eudorella splendida	Bacteria
Regional	Eudorella splendida	Sediment
Regional	Vaunthompsonia indermis	Detritus
Regional	Vaunthompsonia indermis	Bacillariophyta
Regional	Vaunthompsonia indermis	Bacteria
Regional	Vaunthompsonia indermis	Sediment
Regional	Camylaspis maculata	Bacillariophyta
Regional	Diastylis mawsoni	Detritus
Regional	Ekleptostylis debroyeri	Detritus
Regional	Pentanymphon antarcticum	Bryozoa
Regional	Pentanymphon antarcticum	Porifera
Regional	Pentanymphon antarcticum	Gastropoda
Regional	Pentanymphon antarcticum	Polychaeta
Regional	Pentanymphon antarcticum	Ophiuroidea
Regional	Pentanymphon antarcticum	Ctenophora
Regional	Ammothea carolinensis	Bryozoa
Regional	Ammothea carolinensis	Porifera
Regional	Ammothea carolinensis	Gastropoda
Regional	Ammothea carolinensis	Polychaeta
Regional	Ammothea carolinensis	Ophiuroidea
Regional	Ammothea carolinensis	Ctenophora
Regional	Colossendeis sp.	Bryozoa
Regional	Colossendeis sp.	Porifera
Regional	Colossendeis sp.	Gastropoda
Regional	Colossendeis sp.	Polychaeta
Regional	Colossendeis sp.	Ophiuroidea
Regional	Colossendeis sp.	Ctenophora
Regional	Nymphon gracillimum	Bryozoa
Regional	Nymphon gracillimum	Porifera
Regional	Nymphon gracillimum	Gastropoda
Regional	Nymphon gracillimum	Polychaeta
Regional	Nymphon gracillimum	Ophiuroidea
Regional	Nymphon gracillimum	Ctenophora
Regional	Pelagobia longicirrata	Bacillariophyta
Regional	Pelagobia longicirrata	Ostracoda
Regional	Rhynchonereella bongraini	Bacillariophyta
Regional	Rhynchonereella bongraini	Ostracoda
Regional	Laetmonice producta	Detritus
Regional	Laetmonice producta	Polychaeta
Regional	Laetmonice producta	Crustacea
Regional	Laetmonice producta	Amphipoda
Regional	Laetmonice producta	Ophiuroidea
Regional	Harmothoe spinosa	Holothuria
Regional	Harmothoe spinosa	Detritus
Regional	Harmothoe spinosa	Hydrozoa
Regional	Harmothoe spinosa	Bryozoa
Regional	Harmothoe spinosa	Gastropoda
Regional	Harmothoe spinosa	Polychaeta
Regional	Harmothoe spinosa	Pantopoda
Regional	Harmothoe spinosa	Crustacea
Regional	Harmothoe spinosa	Isopoda
Regional	Harmothoe spinosa	Amphipoda
Regional	Harmothoe spinosa	Ophiuroidea
Regional	Harmothoe crosetensis	Detritus
Regional	Harmothoe crosetensis	Polychaeta
Regional	Harmothoe crosetensis	Crustacea
Regional	Harmothoe crosetensis	Isopoda
Regional	Harmothoe crosetensis	Amphipoda
Regional	Harmothoe crosetensis	Holothuria
Regional	Harmothoe crosetensis	Ophiuroidea
Regional	Polyeunoa laevis 	Detritus
Regional	Polyeunoa laevis 	Urticinopsis antarctica
Regional	Polyeunoa laevis 	Anthozoa
Regional	Polyeunoa laevis 	Crustacea
Regional	Barrukia cristata	Detritus
Regional	Barrukia cristata	Bivalvia
Regional	Barrukia cristata	Polychaeta
Regional	Barrukia cristata	Ophiuroidea
Regional	Eulagisca gigantea	Detritus
Regional	Eulagisca gigantea	Bryozoa
Regional	Eulagisca gigantea	Pantopoda
Regional	Eulagisca gigantea	Crustacea
Regional	Eulagisca gigantea	Amphipoda
Regional	Eulagisca gigantea	Ophiuroidea
Regional	Eulagisca gigantea	Hydrozoa
Regional	Eunoe spica	Detritus
Regional	Eunoe spica	Bivalvia
Regional	Eunoe spica	Polychaeta
Regional	Eunoe spica	Pantopoda
Regional	Eunoe spica	Crustacea
Regional	Eunoe spica	Isopoda
Regional	Eunoe spica	Holothuria
Regional	Eunoe spica	Fish
Regional	Eunoe spica	Amphipoda
Regional	Eunoe hartmanae	Detritus
Regional	Eunoe hartmanae	Hydrozoa
Regional	Eunoe hartmanae	Bryozoa
Regional	Eunoe hartmanae	Polychaeta
Regional	Eunoe hartmanae	Ophiuroidea
Regional	Eunoe hartmanae	Amphipoda
Regional	Eunoe spica spicoides	Detritus
Regional	Eunoe spica spicoides	Bryozoa
Regional	Eunoe spica spicoides	Hydrozoa
Regional	Eunoe spica spicoides	Bivalvia
Regional	Eunoe spica spicoides	Gastropoda
Regional	Eunoe spica spicoides	Polychaeta
Regional	Eunoe spica spicoides	Pantopoda
Regional	Eunoe spica spicoides	Crustacea
Regional	Eunoe spica spicoides	Isopoda
Regional	Eunoe spica spicoides	Amphipoda
Regional	Eunoe spica spicoides	Holothuria
Regional	Eunoe spica spicoides	Crinoidea
Regional	Eunoe spica spicoides	Fish
Regional	Eucranta mollis	Detritus
Regional	Eucranta mollis	Crustacea
Regional	Promachocrinus kerguelensis	Detritus
Regional	Promachocrinus kerguelensis	Sediment
Regional	Promachocrinus kerguelensis	Phytoplankton
Regional	Anthometra adriani	Sediment
Regional	Anthometra adriani	Detritus
Regional	Anthometra adriani	Phytoplankton
Regional	Acodontaster conspicuus	Homaxinella balfourensis
Regional	Acodontaster conspicuus	Rossella racovitzae
Regional	Acodontaster conspicuus	Scolymastra joubini
Regional	Acodontaster conspicuus	Tetilla leptoderma
Regional	Acodontaster conspicuus	Haliclona dancoi
Regional	Acodontaster conspicuus	Mycale acerata
Regional	Acodontaster conspicuus	Kirkpatrickia variolosa
Regional	Bathybiaster loripes	Detritus
Regional	Cuenotaster involutus	Detritus
Regional	Diplasterias brucei	Yoldiella eightsi
Regional	Diplasterias brucei	Gastropoda
Regional	Diplasterias brucei	Detritus
Regional	Luidiaster gerlachei	Ophiuroidea
Regional	Luidiaster gerlachei	Detritus
Regional	Labidiaster annulatus	Ophiuroidea
Regional	Labidiaster annulatus	Gastropoda
Regional	Labidiaster annulatus	Amphipoda
Regional	Labidiaster annulatus	Bivalvia
Regional	Labidiaster annulatus	Crinoidea
Regional	Labidiaster annulatus	Polychaeta
Regional	Labidiaster annulatus	Asteroidea
Regional	Labidiaster annulatus	Isopoda
Regional	Labidiaster annulatus	Echinoidea
Regional	Lophaster gaini	Bivalvia
Regional	Lophaster gaini	Adamussium colbecki
Regional	Lophaster gaini	Yoldiella eightsi
Regional	Notasterias armata	Bivalvia
Regional	Notasterias armata	Adamussium colbecki
Regional	Notasterias armata	Yoldiella eightsi
Regional	Solaster sp.	Bivalvia
Regional	Solaster sp.	Polychaeta
Regional	Solaster sp.	Sediment
Regional	Solaster sp.	Detritus
Regional	Odontaster meridionalis	Porifera
Regional	Odontaster meridionalis	Detritus
Regional	Odontaster validus	Detritus
Regional	Odontaster validus	Amphipoda
Regional	Odontaster validus	Isopoda
Regional	Odontaster validus	Glyptonotus antarcticus
Regional	Odontaster validus	Asteroidea
Regional	Odontaster validus	Adamussium colbecki
Regional	Odontaster validus	Gastropoda
Regional	Odontaster validus	Bivalvia
Regional	Odontaster validus	Laternula elliptica
Regional	Odontaster validus	Yoldiella eightsi
Regional	Odontaster validus	Hydrozoa
Regional	Odontaster validus	Ophiuroidea
Regional	Odontaster validus	Bryozoa
Regional	Odontaster validus	Porifera
Regional	Odontaster validus	Homaxinella balfourensis
Regional	Odontaster validus	Rossella racovitzae
Regional	Odontaster validus	Rossella nuda
Regional	Odontaster validus	Scolymastra joubini
Regional	Odontaster validus	Tetilla leptoderma
Regional	Odontaster validus	Ostracoda
Regional	Odontaster validus	Echinoidea
Regional	Odontaster validus	Sterechinus neumayeri
Regional	Odontaster validus	Polychaeta
Regional	Odontaster validus	Bacillariophyta
Regional	Pteraster affinis aculeatus	Adamussium colbecki
Regional	Perknaster densus	Detritus
Regional	Perknaster fuscus antarcticus	Detritus
Regional	Perknaster fuscus antarcticus	Porifera
Regional	Perknaster fuscus antarcticus	Tetilla leptoderma
Regional	Perknaster fuscus antarcticus	Scolymastra joubini
Regional	Perknaster fuscus antarcticus	Mycale acerata
Regional	Macroptychaster accrescens	Asteroidea
Regional	Macroptychaster accrescens	Odontaster validus
Regional	Macroptychaster accrescens	Echinoidea
Regional	Macroptychaster accrescens	Sterechinus neumayeri
Regional	Macroptychaster accrescens	Ophiuroidea
Regional	Macroptychaster accrescens	Gastropoda
Regional	Macroptychaster accrescens	Bivalvia
Regional	Lysasterias perrieri	Bivalvia
Regional	Lysasterias perrieri	Ostracoda
Regional	Lysasterias perrieri	Ophiuroidea
Regional	Lysasterias perrieri	Detritus
Regional	Psilaster charcoti	Detritus
Regional	Psilaster charcoti	Sediment
Regional	Psilaster charcoti	Ascidiacea
Regional	Psilaster charcoti	Fish
Regional	Porania antarctica 	Detritus
Regional	Porania antarctica 	Bacillariophyta
Regional	Porania antarctica 	Ostracoda
Regional	Ophionotus victoriae	Bacillariophyta
Regional	Ophionotus victoriae	Foraminifera
Regional	Ophionotus victoriae	Porifera
Regional	Ophionotus victoriae	Hydrozoa
Regional	Ophionotus victoriae	Nematoda
Regional	Ophionotus victoriae	Bivalvia
Regional	Ophionotus victoriae	Polychaeta
Regional	Ophionotus victoriae	Amphipoda
Regional	Ophionotus victoriae	Mysidacea
Regional	Ophionotus victoriae	Euphausiacea
Regional	Ophionotus victoriae	Crustacea
Regional	Ophionotus victoriae	Bryozoa
Regional	Ophionotus victoriae	Ophiuroidea
Regional	Ophionotus victoriae	Echinoidea
Regional	Ophionotus victoriae	Urticinopsis antarctica
Regional	Ophionotus victoriae	Anthozoa
Regional	Ophionotus victoriae	Detritus
Regional	Ophionotus victoriae	Sediment
Regional	Ophioceres incipiens	Bacillariophyta
Regional	Ophioceres incipiens	SilicioZooplanktons
Regional	Ophioceres incipiens	Zooplankton
Regional	Ophioceres incipiens	Foraminifera
Regional	Ophioceres incipiens	Porifera
Regional	Ophioceres incipiens	Polychaeta
Regional	Ophioceres incipiens	Crustacea
Regional	Ophioceres incipiens	Urticinopsis antarctica
Regional	Ophioceres incipiens	Anthozoa
Regional	Ophioceres incipiens	Sediment
Regional	Ophioceres incipiens	Detritus
Regional	Ophiurolepis brevirima	Bacillariophyta
Regional	Ophiurolepis brevirima	SilicioZooplanktons
Regional	Ophiurolepis brevirima	Zooplankton
Regional	Ophiurolepis brevirima	Foraminifera
Regional	Ophiurolepis brevirima	Porifera
Regional	Ophiurolepis brevirima	Cnidaria
Regional	Ophiurolepis brevirima	Bivalvia
Regional	Ophiurolepis brevirima	Polychaeta
Regional	Ophiurolepis brevirima	Eunoe spica
Regional	Ophiurolepis brevirima	Ostracoda
Regional	Ophiurolepis brevirima	Amphipoda
Regional	Ophiurolepis brevirima	Euphausiacea
Regional	Ophiurolepis brevirima	Crustacea
Regional	Ophiurolepis brevirima	Bryozoa
Regional	Ophiurolepis brevirima	Detritus
Regional	Ophiurolepis brevirima	Sediment
Regional	Ophiurolepis gelida	Bacillariophyta
Regional	Ophiurolepis gelida	SilicioZooplanktons
Regional	Ophiurolepis gelida	Zooplankton
Regional	Ophiurolepis gelida	Foraminifera
Regional	Ophiurolepis gelida	Porifera
Regional	Ophiurolepis gelida	Nematoda
Regional	Ophiurolepis gelida	Bivalvia
Regional	Ophiurolepis gelida	Polychaeta
Regional	Ophiurolepis gelida	Amphipoda
Regional	Ophiurolepis gelida	Euphausiacea
Regional	Ophiurolepis gelida	Crustacea
Regional	Ophiurolepis gelida	Bryozoa
Regional	Ophiurolepis gelida	Detritus
Regional	Ophiurolepis gelida	Sediment
Regional	Ophiosparte gigas	Bacillariophyta
Regional	Ophiosparte gigas	Foraminifera
Regional	Ophiosparte gigas	Porifera
Regional	Ophiosparte gigas	Cnidaria
Regional	Ophiosparte gigas	Nematoda
Regional	Ophiosparte gigas	Gastropoda
Regional	Ophiosparte gigas	Laternula elliptica
Regional	Ophiosparte gigas	Bivalvia
Regional	Ophiosparte gigas	Adamussium colbecki
Regional	Ophiosparte gigas	Yoldiella eightsi
Regional	Ophiosparte gigas	Polychaeta
Regional	Ophiosparte gigas	Eunoe spica
Regional	Ophiosparte gigas	Pantopoda
Regional	Ophiosparte gigas	Ostracoda
Regional	Ophiosparte gigas	Mysidacea
Regional	Ophiosparte gigas	Isopoda
Regional	Ophiosparte gigas	Amphipoda
Regional	Ophiosparte gigas	Euphausia crystallorophias
Regional	Ophiosparte gigas	Euphausia superba
Regional	Ophiosparte gigas	Chorismus antarcticus
Regional	Ophiosparte gigas	Bryozoa
Regional	Ophiosparte gigas	Promachocrinus kerguelensis
Regional	Ophiosparte gigas	Odontaster validus
Regional	Ophiosparte gigas	Ophiurolepis gelida
Regional	Ophiosparte gigas	Ophionotus victoriae
Regional	Ophiosparte gigas	Ophiosparte gigas
Regional	Ophiosparte gigas	Ophiacantha 
Regional	Ophiosparte gigas	Ophiocten 
Regional	Ophiosparte gigas	Ophiuroidea
Regional	Ophiosparte gigas	Sterechinus neumayeri
Regional	Ophiosparte gigas	Fish
Regional	Ophiosparte gigas	Detritus
Regional	Ophiosparte gigas	Sediment
Regional	Ophioperla koehleri	Euphausiacea
Regional	Ophioperla koehleri	Polychaeta
Regional	Ophioperla koehleri	Ophiuroidea
Regional	Ophioperla koehleri	Porifera
Regional	Ophioperla koehleri	Crinoidea
Regional	Ophioperla koehleri	Foraminifera
Regional	Ophioperla koehleri	Copepoda
Regional	Ophioperla koehleri	Echinoidea
Regional	Ophiacantha antarctica	Copepoda
Regional	Ophiacantha antarctica	Bacillariophyta
Regional	Ophiacantha antarctica	Foraminifera
Regional	Ophiacantha pentacis	Copepoda
Regional	Ophiacantha vivipara	Copepoda
Regional	Astrotoma agassizii	Bacillariophyta
Regional	Astrotoma agassizii	SilicioZooplanktons
Regional	Astrotoma agassizii	Zooplankton
Regional	Astrotoma agassizii	Foraminifera
Regional	Astrotoma agassizii	Porifera
Regional	Astrotoma agassizii	Hydrozoa
Regional	Astrotoma agassizii	Cnidaria
Regional	Astrotoma agassizii	Bivalvia
Regional	Astrotoma agassizii	Polychaeta
Regional	Astrotoma agassizii	Ostracoda
Regional	Astrotoma agassizii	Calanoides acutus
Regional	Astrotoma agassizii	Calanus propinquus
Regional	Astrotoma agassizii	Euchaeta antarctica
Regional	Astrotoma agassizii	Mysidacea
Regional	Astrotoma agassizii	Euphausiacea
Regional	Astrotoma agassizii	Crustacea
Regional	Astrotoma agassizii	Bryozoa
Regional	Astrotoma agassizii	Eukrohnia hamata
Regional	Astrotoma agassizii	Echinoidea
Regional	Astrotoma agassizii	Holothuria
Regional	Astrotoma agassizii	Fish
Regional	Astrotoma agassizii	Sediment
Regional	Astrotoma agassizii	Detritus
Regional	Astrochlamys bruneus	Coelenterata
Regional	Astrochlamys bruneus	Zooplankton
Regional	Astrochlamys bruneus	Euchaeta antarctica
Regional	Gorgonocephalus chiliensis	Copepoda
Regional	Sterechinus neumayeri	Bryozoa
Regional	Sterechinus neumayeri	Bacillariophyta
Regional	Sterechinus neumayeri	Foraminifera
Regional	Sterechinus neumayeri	Polychaeta
Regional	Sterechinus neumayeri	Porifera
Regional	Sterechinus neumayeri	Detritus
Regional	Sterechinus antarcticus	Bryozoa
Regional	Sterechinus antarcticus	Bacillariophyta
Regional	Sterechinus antarcticus	Foraminifera
Regional	Sterechinus antarcticus	Porifera
Regional	Sterechinus antarcticus	Detritus
Regional	Ctenocidaris gigantea	Bivalvia
Regional	Ctenocidaris gigantea	Bryozoa
Regional	Ctenocidaris gigantea	Crustacea
Regional	Ctenocidaris gigantea	Zooplankton
Regional	Ctenocidaris gigantea	Hydrozoa
Regional	Ctenocidaris gigantea	Polychaeta
Regional	Ctenocidaris gigantea	Porifera
Regional	Ctenocidaris gigantea	Detritus
Regional	Ctenocidaris spinosa	Yoldiella eightsi
Regional	Ctenocidaris spinosa	Bryozoa
Regional	Ctenocidaris spinosa	Zooplankton
Regional	Ctenocidaris spinosa	Foraminifera
Regional	Ctenocidaris spinosa	Hydrozoa
Regional	Ctenocidaris spinosa	Polychaeta
Regional	Ctenocidaris spinosa	Porifera
Regional	Ctenocidaris spinosa	Detritus
Regional	Notocidaris mortenseni	Bryozoa
Regional	Notocidaris mortenseni	Zooplankton
Regional	Notocidaris mortenseni	Hydrozoa
Regional	Notocidaris mortenseni	Porifera
Regional	Notocidaris mortenseni	Detritus
Regional	Abatus curvidens	Detritus
Regional	Abatus cavernosus 	Detritus
Regional	Abatus nimrodi	Detritus
Regional	Abatus shackeltoni	Detritus
Regional	Austrocidaris canaliculata	Foraminifera
Regional	Austrocidaris canaliculata	Gastropoda
Regional	Aporocidaris milleri	Polychaeta
Regional	Aporocidaris milleri	Foraminifera
Regional	Aporocidaris milleri	Hydrozoa
Regional	Aporocidaris milleri	Gastropoda
Regional	Aporocidaris milleri	Amphipoda
Regional	Ctenocidaris perrieri	Polychaeta
Regional	Ctenocidaris perrieri	Bryozoa
Regional	Ctenocidaris perrieri	Eunoe spica
Regional	Ctenocidaris perrieri	Porifera
Regional	Ctenocidaris perrieri	Foraminifera
Regional	Ctenocidaris gilberti	Porifera
Regional	Ctenocidaris gilberti	Foraminifera
Regional	Ctenocidaris gilberti	Bryozoa
Regional	Mesothuria lactea	Detritus
Regional	Achlyonice violaecuspidata	Detritus
Regional	Bathyplotes gourdoni	Detritus
Regional	Bathyplotes bongraini	Detritus
Regional	Scotoplanes globosa	Detritus
Regional	Molpadia musculus	Detritus
Regional	Ypsilocucumis turricata	Detritus
Regional	Psolidium incertum	Detritus
Regional	Trachythyone parva	Detritus
